GEO.id,GEO.id2,GEO.display-label,D001
8600000US27587,27587,ZCTA5 27587,53078
8600000US27589,27589,ZCTA5 27589,8370
8600000US27591,27591,ZCTA5 27591,19589
8600000US27592,27592,ZCTA5 27592,15244
8600000US27596,27596,ZCTA5 27596,15619
8600000US27597,27597,ZCTA5 27597,22181
8600000US27601,27601,ZCTA5 27601,9450
8600000US27603,27603,ZCTA5 27603,47033
8600000US27604,27604,ZCTA5 27604,42204
8600000US27605,27605,ZCTA5 27605,4495
8600000US27606,27606,ZCTA5 27606,43210
8600000US27607,27607,ZCTA5 27607,25188
8600000US27608,27608,ZCTA5 27608,10429
8600000US27609,27609,ZCTA5 27609,32964
8600000US27610,27610,ZCTA5 27610,65648
8600000US27612,27612,ZCTA5 27612,35028
8600000US27613,27613,ZCTA5 27613,42690
8600000US27614,27614,ZCTA5 27614,31516
8600000US27615,27615,ZCTA5 27615,42166
8600000US27616,27616,ZCTA5 27616,42294
8600000US27617,27617,ZCTA5 27617,15199
8600000US27701,27701,ZCTA5 27701,21288
8600000US27703,27703,ZCTA5 27703,41937
8600000US27704,27704,ZCTA5 27704,34517
8600000US27705,27705,ZCTA5 27705,46282
8600000US27707,27707,ZCTA5 27707,45023
8600000US27709,27709,ZCTA5 27709,1047
8600000US27712,27712,ZCTA5 27712,20035
8600000US27713,27713,ZCTA5 27713,46660
8600000US27801,27801,ZCTA5 27801,21740
8600000US27803,27803,ZCTA5 27803,21227
8600000US27804,27804,ZCTA5 27804,29058
8600000US27805,27805,ZCTA5 27805,3992
8600000US27806,27806,ZCTA5 27806,2331
8600000US27807,27807,ZCTA5 27807,6629
8600000US27808,27808,ZCTA5 27808,2225
8600000US27809,27809,ZCTA5 27809,5091
8600000US27810,27810,ZCTA5 27810,4377
8600000US27812,27812,ZCTA5 27812,2593
8600000US27813,27813,ZCTA5 27813,747
8600000US27814,27814,ZCTA5 27814,1676
8600000US27816,27816,ZCTA5 27816,2516
8600000US27817,27817,ZCTA5 27817,7358
8600000US27818,27818,ZCTA5 27818,1344
8600000US27819,27819,ZCTA5 27819,330
8600000US27820,27820,ZCTA5 27820,3088
8600000US27821,27821,ZCTA5 27821,358
8600000US27822,27822,ZCTA5 27822,8143
8600000US27823,27823,ZCTA5 27823,8201
8600000US27824,27824,ZCTA5 27824,1476
8600000US27825,27825,ZCTA5 27825,103
8600000US27826,27826,ZCTA5 27826,1379
8600000US27827,27827,ZCTA5 27827,33
8600000US27828,27828,ZCTA5 27828,9071
8600000US27829,27829,ZCTA5 27829,1930
8600000US27830,27830,ZCTA5 27830,4755
8600000US27831,27831,ZCTA5 27831,3908
8600000US27832,27832,ZCTA5 27832,2847
8600000US27834,27834,ZCTA5 27834,52914
8600000US27837,27837,ZCTA5 27837,5903
8600000US27839,27839,ZCTA5 27839,4001
8600000US27840,27840,ZCTA5 27840,514
8600000US27841,27841,ZCTA5 27841,84
8600000US27842,27842,ZCTA5 27842,1493
8600000US27843,27843,ZCTA5 27843,1157
8600000US27844,27844,ZCTA5 27844,2950
8600000US27845,27845,ZCTA5 27845,2394
8600000US27846,27846,ZCTA5 27846,2988
8600000US27847,27847,ZCTA5 27847,936
8600000US27849,27849,ZCTA5 27849,1544
8600000US27850,27850,ZCTA5 27850,7247
8600000US27851,27851,ZCTA5 27851,5268
8600000US27852,27852,ZCTA5 27852,2977
8600000US27853,27853,ZCTA5 27853,673
8600000US27855,27855,ZCTA5 27855,6456
8600000US27856,27856,ZCTA5 27856,17141
8600000US27857,27857,ZCTA5 27857,1298
8600000US27858,27858,ZCTA5 27858,55781
8600000US27860,27860,ZCTA5 27860,2246
8600000US27861,27861,ZCTA5 27861,71
8600000US27862,27862,ZCTA5 27862,877
8600000US27863,27863,ZCTA5 27863,11735
8600000US27864,27864,ZCTA5 27864,4779
8600000US27865,27865,ZCTA5 27865,1927
8600000US27866,27866,ZCTA5 27866,855
8600000US27869,27869,ZCTA5 27869,2258
8600000US27870,27870,ZCTA5 27870,27236
8600000US27871,27871,ZCTA5 27871,4619
8600000US27872,27872,ZCTA5 27872,375
8600000US27873,27873,ZCTA5 27873,397
8600000US27874,27874,ZCTA5 27874,4861
8600000US27875,27875,ZCTA5 27875,517
8600000US27876,27876,ZCTA5 27876,1302
8600000US27878,27878,ZCTA5 27878,1931
8600000US27879,27879,ZCTA5 27879,311
8600000US27880,27880,ZCTA5 27880,3304
8600000US27881,27881,ZCTA5 27881,61
8600000US27882,27882,ZCTA5 27882,7413
8600000US27883,27883,ZCTA5 27883,3565
8600000US27884,27884,ZCTA5 27884,1282
8600000US27885,27885,ZCTA5 27885,984
8600000US27886,27886,ZCTA5 27886,21591
8600000US27888,27888,ZCTA5 27888,2560
8600000US27889,27889,ZCTA5 27889,27468
8600000US27890,27890,ZCTA5 27890,2521
8600000US27891,27891,ZCTA5 27891,5227
8600000US27892,27892,ZCTA5 27892,15182
8600000US27893,27893,ZCTA5 27893,39723
8600000US27896,27896,ZCTA5 27896,20130
8600000US27897,27897,ZCTA5 27897,2265
8600000US27909,27909,ZCTA5 27909,40699
8600000US27910,27910,ZCTA5 27910,12007
8600000US27915,27915,ZCTA5 27915,777
8600000US27916,27916,ZCTA5 27916,747
8600000US27917,27917,ZCTA5 27917,833
8600000US27919,27919,ZCTA5 27919,1130
8600000US27920,27920,ZCTA5 27920,1326
8600000US27921,27921,ZCTA5 27921,4805
8600000US27922,27922,ZCTA5 27922,1030
8600000US27923,27923,ZCTA5 27923,598
8600000US27924,27924,ZCTA5 27924,3140
8600000US27925,27925,ZCTA5 27925,4217
8600000US27926,27926,ZCTA5 27926,1915
8600000US27927,27927,ZCTA5 27927,542
8600000US27928,27928,ZCTA5 27928,1986
8600000US27929,27929,ZCTA5 27929,1166
8600000US27932,27932,ZCTA5 27932,12562
8600000US27935,27935,ZCTA5 27935,1698
8600000US27936,27936,ZCTA5 27936,1091
8600000US27937,27937,ZCTA5 27937,4333
8600000US27938,27938,ZCTA5 27938,1505
8600000US27939,27939,ZCTA5 27939,2361
8600000US27941,27941,ZCTA5 27941,536
8600000US27942,27942,ZCTA5 27942,901
8600000US27943,27943,ZCTA5 27943,504
8600000US27944,27944,ZCTA5 27944,11909
8600000US27946,27946,ZCTA5 27946,1207
8600000US27947,27947,ZCTA5 27947,1230
8600000US27948,27948,ZCTA5 27948,10862
8600000US27949,27949,ZCTA5 27949,6947
8600000US27950,27950,ZCTA5 27950,2006
8600000US27953,27953,ZCTA5 27953,1021
8600000US27954,27954,ZCTA5 27954,6111
8600000US27956,27956,ZCTA5 27956,340
8600000US27957,27957,ZCTA5 27957,1356
8600000US27958,27958,ZCTA5 27958,10144
8600000US27959,27959,ZCTA5 27959,2789
8600000US27960,27960,ZCTA5 27960,948
8600000US27962,27962,ZCTA5 27962,7792
8600000US27964,27964,ZCTA5 27964,545
8600000US27965,27965,ZCTA5 27965,527
8600000US27966,27966,ZCTA5 27966,1052
8600000US27967,27967,ZCTA5 27967,366
8600000US27968,27968,ZCTA5 27968,298
8600000US27970,27970,ZCTA5 27970,3409
8600000US27972,27972,ZCTA5 27972,244
8600000US27973,27973,ZCTA5 27973,1323
8600000US27974,27974,ZCTA5 27974,1285
8600000US27976,27976,ZCTA5 27976,3449
8600000US27978,27978,ZCTA5 27978,225
8600000US27979,27979,ZCTA5 27979,1719
8600000US27980,27980,ZCTA5 27980,2182
8600000US27981,27981,ZCTA5 27981,1643
8600000US27982,27982,ZCTA5 27982,82
8600000US27983,27983,ZCTA5 27983,10416
8600000US27985,27985,ZCTA5 27985,283
8600000US27986,27986,ZCTA5 27986,2430
8600000US28001,28001,ZCTA5 28001,26760
8600000US28006,28006,ZCTA5 28006,1130
8600000US28007,28007,ZCTA5 28007,611
8600000US28009,28009,ZCTA5 28009,1121
8600000US28012,28012,ZCTA5 28012,20048
8600000US28016,28016,ZCTA5 28016,13463
8600000US28017,28017,ZCTA5 28017,695
8600000US28018,28018,ZCTA5 28018,5562
8600000US28019,28019,ZCTA5 28019,123
8600000US28020,28020,ZCTA5 28020,2322
8600000US28021,28021,ZCTA5 28021,13612
8600000US28023,28023,ZCTA5 28023,14175
8600000US28025,28025,ZCTA5 28025,49160
8600000US28027,28027,ZCTA5 28027,55435
8600000US28031,28031,ZCTA5 28031,24390
8600000US28032,28032,ZCTA5 28032,3105
8600000US28033,28033,ZCTA5 28033,2749
8600000US28034,28034,ZCTA5 28034,16642
8600000US28036,28036,ZCTA5 28036,14654
8600000US28037,28037,ZCTA5 28037,18287
8600000US28039,28039,ZCTA5 28039,116
8600000US28040,28040,ZCTA5 28040,7969
8600000US28043,28043,ZCTA5 28043,21055
8600000US28052,28052,ZCTA5 28052,34932
8600000US28054,28054,ZCTA5 28054,36270
8600000US28056,28056,ZCTA5 28056,31418
8600000US28071,28071,ZCTA5 28071,2802
8600000US28072,28072,ZCTA5 28072,1357
8600000US28073,28073,ZCTA5 28073,5621
8600000US28075,28075,ZCTA5 28075,16143
8600000US28076,28076,ZCTA5 28076,722
8600000US28077,28077,ZCTA5 28077,482
8600000US28078,28078,ZCTA5 28078,52133
8600000US28079,28079,ZCTA5 28079,31979
8600000US28080,28080,ZCTA5 28080,7299
8600000US28081,28081,ZCTA5 28081,25190
8600000US28083,28083,ZCTA5 28083,23820
8600000US28086,28086,ZCTA5 28086,25895
8600000US28088,28088,ZCTA5 28088,2862
8600000US28089,28089,ZCTA5 28089,248
8600000US28090,28090,ZCTA5 28090,8342
8600000US28091,28091,ZCTA5 28091,2158
8600000US28092,28092,ZCTA5 28092,38570
8600000US28097,28097,ZCTA5 28097,5369
8600000US28098,28098,ZCTA5 28098,3579
8600000US28101,28101,ZCTA5 28101,698
8600000US28102,28102,ZCTA5 28102,78
8600000US28103,28103,ZCTA5 28103,10311
8600000US28104,28104,ZCTA5 28104,28040
8600000US28105,28105,ZCTA5 28105,39586
8600000US28107,28107,ZCTA5 28107,6422
8600000US28108,28108,ZCTA5 28108,54
8600000US28109,28109,ZCTA5 28109,387
8600000US28110,28110,ZCTA5 28110,50365
8600000US28112,28112,ZCTA5 28112,26311
8600000US28114,28114,ZCTA5 28114,7554
8600000US28115,28115,ZCTA5 28115,34339
8600000US28117,28117,ZCTA5 28117,35454
8600000US28119,28119,ZCTA5 28119,2801
8600000US28120,28120,ZCTA5 28120,19807
8600000US28124,28124,ZCTA5 28124,6622
8600000US28125,28125,ZCTA5 28125,2525
8600000US28127,28127,ZCTA5 28127,7594
8600000US28128,28128,ZCTA5 28128,7476
8600000US28129,28129,ZCTA5 28129,5399
8600000US28133,28133,ZCTA5 28133,2878
8600000US28134,28134,ZCTA5 28134,9453
8600000US28135,28135,ZCTA5 28135,6123
8600000US28137,28137,ZCTA5 28137,3120
8600000US28138,28138,ZCTA5 28138,10495
8600000US28139,28139,ZCTA5 28139,20111
8600000US28144,28144,ZCTA5 28144,24734
8600000US28146,28146,ZCTA5 28146,27614
8600000US28147,28147,ZCTA5 28147,24697
8600000US28150,28150,ZCTA5 28150,28098
8600000US28152,28152,ZCTA5 28152,24735
8600000US28159,28159,ZCTA5 28159,3108
8600000US28160,28160,ZCTA5 28160,3929
8600000US28163,28163,ZCTA5 28163,5233
8600000US28164,28164,ZCTA5 28164,14085
8600000US28166,28166,ZCTA5 28166,8619
8600000US28167,28167,ZCTA5 28167,2362
8600000US28168,28168,ZCTA5 28168,10230
8600000US28169,28169,ZCTA5 28169,173
8600000US28170,28170,ZCTA5 28170,12355
8600000US28173,28173,ZCTA5 28173,45097
8600000US28174,28174,ZCTA5 28174,8608
8600000US28202,28202,ZCTA5 28202,11195
8600000US28203,28203,ZCTA5 28203,11315
8600000US28204,28204,ZCTA5 28204,4796
8600000US28205,28205,ZCTA5 28205,43931
8600000US28206,28206,ZCTA5 28206,11898
8600000US28207,28207,ZCTA5 28207,9280
8600000US28208,28208,ZCTA5 28208,34167
8600000US28209,28209,ZCTA5 28209,20317
8600000US28210,28210,ZCTA5 28210,42263
8600000US28211,28211,ZCTA5 28211,28523
8600000US28212,28212,ZCTA5 28212,38457
8600000US28213,28213,ZCTA5 28213,37309
8600000US28214,28214,ZCTA5 28214,34721
8600000US28215,28215,ZCTA5 28215,53629
8600000US28216,28216,ZCTA5 28216,47208
8600000US28217,28217,ZCTA5 28217,24204
8600000US28226,28226,ZCTA5 28226,37286
8600000US28227,28227,ZCTA5 28227,49635
8600000US28244,28244,ZCTA5 28244,0
8600000US28262,28262,ZCTA5 28262,37547
8600000US28269,28269,ZCTA5 28269,71048
8600000US28270,28270,ZCTA5 28270,31525
8600000US28273,28273,ZCTA5 28273,31478
8600000US28277,28277,ZCTA5 28277,59664
8600000US28278,28278,ZCTA5 28278,19283
8600000US28280,28280,ZCTA5 28280,10
8600000US28282,28282,ZCTA5 28282,0
8600000US28301,28301,ZCTA5 28301,17165
8600000US28303,28303,ZCTA5 28303,30909
8600000US28304,28304,ZCTA5 28304,37147
8600000US28305,28305,ZCTA5 28305,6073
8600000US28306,28306,ZCTA5 28306,39683
8600000US28307,28307,ZCTA5 28307,17631
8600000US28308,28308,ZCTA5 28308,405
8600000US28310,28310,ZCTA5 28310,3459
8600000US28311,28311,ZCTA5 28311,34567
8600000US28312,28312,ZCTA5 28312,18538
8600000US28314,28314,ZCTA5 28314,54520
8600000US28315,28315,ZCTA5 28315,11681
8600000US28318,28318,ZCTA5 28318,4627
8600000US28320,28320,ZCTA5 28320,9229
8600000US28323,28323,ZCTA5 28323,3182
8600000US28325,28325,ZCTA5 28325,508
8600000US28326,28326,ZCTA5 28326,17646
8600000US28327,28327,ZCTA5 28327,15433
8600000US28328,28328,ZCTA5 28328,27042
8600000US28330,28330,ZCTA5 28330,346
8600000US28332,28332,ZCTA5 28332,482
8600000US28333,28333,ZCTA5 28333,11830
8600000US28334,28334,ZCTA5 28334,24908
8600000US28337,28337,ZCTA5 28337,10670
8600000US28338,28338,ZCTA5 28338,4607
8600000US28339,28339,ZCTA5 28339,6751
8600000US28340,28340,ZCTA5 28340,10765
8600000US28341,28341,ZCTA5 28341,4257
8600000US28342,28342,ZCTA5 28342,298
8600000US28343,28343,ZCTA5 28343,1685
8600000US28344,28344,ZCTA5 28344,3415
8600000US28345,28345,ZCTA5 28345,12592
8600000US28347,28347,ZCTA5 28347,1983
8600000US28348,28348,ZCTA5 28348,33307
8600000US28349,28349,ZCTA5 28349,3724
8600000US28350,28350,ZCTA5 28350,305
8600000US28351,28351,ZCTA5 28351,4759
8600000US28352,28352,ZCTA5 28352,25641
8600000US28356,28356,ZCTA5 28356,5018
8600000US28357,28357,ZCTA5 28357,3125
8600000US28358,28358,ZCTA5 28358,38738
8600000US28360,28360,ZCTA5 28360,14263
8600000US28363,28363,ZCTA5 28363,1202
8600000US28364,28364,ZCTA5 28364,14809
8600000US28365,28365,ZCTA5 28365,17144
8600000US28366,28366,ZCTA5 28366,5061
8600000US28367,28367,ZCTA5 28367,87
8600000US28369,28369,ZCTA5 28369,2652
8600000US28371,28371,ZCTA5 28371,6519
8600000US28372,28372,ZCTA5 28372,14783
8600000US28373,28373,ZCTA5 28373,2150
8600000US28374,28374,ZCTA5 28374,15990
8600000US28375,28375,ZCTA5 28375,102
8600000US28376,28376,ZCTA5 28376,37991
8600000US28377,28377,ZCTA5 28377,12666
8600000US28379,28379,ZCTA5 28379,26388
8600000US28382,28382,ZCTA5 28382,7056
8600000US28383,28383,ZCTA5 28383,8080
8600000US28384,28384,ZCTA5 28384,12097
8600000US28385,28385,ZCTA5 28385,3029
8600000US28386,28386,ZCTA5 28386,6319
8600000US28387,28387,ZCTA5 28387,13921
8600000US28390,28390,ZCTA5 28390,19942
8600000US28391,28391,ZCTA5 28391,5302
8600000US28392,28392,ZCTA5 28392,1579
8600000US28393,28393,ZCTA5 28393,2005
8600000US28394,28394,ZCTA5 28394,5164
8600000US28395,28395,ZCTA5 28395,2375
8600000US28396,28396,ZCTA5 28396,2732
8600000US28398,28398,ZCTA5 28398,8112
8600000US28399,28399,ZCTA5 28399,2140
8600000US28401,28401,ZCTA5 28401,22094
8600000US28403,28403,ZCTA5 28403,36063
8600000US28405,28405,ZCTA5 28405,29152
8600000US28409,28409,ZCTA5 28409,31296
8600000US28411,28411,ZCTA5 28411,31962
8600000US28412,28412,ZCTA5 28412,35573
8600000US28420,28420,ZCTA5 28420,3886
8600000US28421,28421,ZCTA5 28421,1521
8600000US28422,28422,ZCTA5 28422,6641
8600000US28423,28423,ZCTA5 28423,2290
8600000US28424,28424,ZCTA5 28424,128
8600000US28425,28425,ZCTA5 28425,10906
8600000US28428,28428,ZCTA5 28428,6033
8600000US28429,28429,ZCTA5 28429,8026
8600000US28430,28430,ZCTA5 28430,1900
8600000US28431,28431,ZCTA5 28431,7102
8600000US28432,28432,ZCTA5 28432,1968
8600000US28433,28433,ZCTA5 28433,5050
8600000US28434,28434,ZCTA5 28434,1329
8600000US28435,28435,ZCTA5 28435,2490
8600000US28436,28436,ZCTA5 28436,2203
8600000US28438,28438,ZCTA5 28438,1845
8600000US28439,28439,ZCTA5 28439,1595
8600000US28441,28441,ZCTA5 28441,3198
8600000US28442,28442,ZCTA5 28442,1647
8600000US28443,28443,ZCTA5 28443,17512
8600000US28444,28444,ZCTA5 28444,2085
8600000US28445,28445,ZCTA5 28445,5676
8600000US28447,28447,ZCTA5 28447,1391
8600000US28448,28448,ZCTA5 28448,1243
8600000US28449,28449,ZCTA5 28449,1692
8600000US28450,28450,ZCTA5 28450,2438
8600000US28451,28451,ZCTA5 28451,27112
8600000US28452,28452,ZCTA5 28452,694
8600000US28453,28453,ZCTA5 28453,3829
8600000US28454,28454,ZCTA5 28454,2545
8600000US28455,28455,ZCTA5 28455,2117
8600000US28456,28456,ZCTA5 28456,3658
8600000US28457,28457,ZCTA5 28457,9905
8600000US28458,28458,ZCTA5 28458,6444
8600000US28460,28460,ZCTA5 28460,7652
8600000US28461,28461,ZCTA5 28461,16126
8600000US28462,28462,ZCTA5 28462,11680
8600000US28463,28463,ZCTA5 28463,9799
8600000US28464,28464,ZCTA5 28464,2457
8600000US28465,28465,ZCTA5 28465,6531
8600000US28466,28466,ZCTA5 28466,10103
8600000US28467,28467,ZCTA5 28467,8703
8600000US28468,28468,ZCTA5 28468,4375
8600000US28469,28469,ZCTA5 28469,5839
8600000US28470,28470,ZCTA5 28470,10644
8600000US28472,28472,ZCTA5 28472,19658
8600000US28478,28478,ZCTA5 28478,4588
8600000US28479,28479,ZCTA5 28479,4903
8600000US28480,28480,ZCTA5 28480,2473
8600000US28501,28501,ZCTA5 28501,20389
8600000US28504,28504,ZCTA5 28504,21642
8600000US28508,28508,ZCTA5 28508,2737
8600000US28510,28510,ZCTA5 28510,1502
8600000US28511,28511,ZCTA5 28511,694
8600000US28512,28512,ZCTA5 28512,2896
8600000US28513,28513,ZCTA5 28513,10346
8600000US28515,28515,ZCTA5 28515,2915
8600000US28516,28516,ZCTA5 28516,11431
8600000US28518,28518,ZCTA5 28518,7909
8600000US28519,28519,ZCTA5 28519,404
8600000US28520,28520,ZCTA5 28520,327
8600000US28521,28521,ZCTA5 28521,2287
8600000US28523,28523,ZCTA5 28523,2456
8600000US28524,28524,ZCTA5 28524,426
8600000US28525,28525,ZCTA5 28525,3132
8600000US28526,28526,ZCTA5 28526,2489
8600000US28527,28527,ZCTA5 28527,1140
8600000US28528,28528,ZCTA5 28528,644
8600000US28529,28529,ZCTA5 28529,2193
